matrix_dim, etime, flops, cores
4096, 0.128704, 31824.962705, 8
4096, 0.122536, 33426.911275, 8
4096, 0.122091, 33548.746427, 8
4096, 0.118124, 34675.425824, 8
4096, 0.121207, 33793.427772, 8
4096, 0.118650, 34521.702486, 8
4096, 0.120826, 33899.988413, 8
4096, 0.116529, 35150.048486, 8
4096, 0.121812, 33625.586970, 8
4096, 0.123279, 33225.447968, 8
