matrix_dim, etime, flops, cores
8196, 0.270166, 30336.903978, 8
8196, 0.264467, 30990.633992, 8
8196, 0.253447, 32338.121974, 8
8196, 0.254142, 32249.687183, 8
8196, 0.252396, 32472.780868, 8
8196, 0.263837, 31064.634604, 8
8196, 0.264484, 30988.642035, 8
8196, 0.261665, 31322.492500, 8
8196, 0.262434, 31230.709436, 8
8196, 0.261510, 31341.057703, 8
