matrix_dim, etime, flops, cores
8192, 0.025272, 324153.213042, 8
8192, 0.023022, 355833.550517, 8
8192, 0.013402, 611252.051933, 8
8192, 0.018450, 444010.840108, 8
8192, 0.018195, 450233.580654, 8
8192, 0.013972, 586315.488119, 8
8192, 0.013709, 597563.644321, 8
8192, 0.023436, 349547.704386, 8
8192, 0.019252, 425514.232288, 8
8192, 0.013724, 596910.521714, 8
