matrix_dim, etime, flops, cores
16384, 0.058584, 279666.803223, 8
16384, 0.071252, 229944.422613, 8
16384, 0.061796, 265130.429154, 8
16384, 0.064283, 254872.983526, 8
16384, 0.052882, 309821.867554, 8
16384, 0.052613, 311405.926292, 8
16384, 0.052768, 310491.206792, 8
16384, 0.065704, 249360.769512, 8
16384, 0.057237, 286248.405752, 8
16384, 0.049146, 333374.028405, 8
