matrix_dim, etime, flops, cores
4098, 0.000394, 10401015.228426, 8
4098, 0.000472, 8682203.389831, 8
4098, 0.000441, 9292517.006803, 8
4098, 0.000420, 9757142.857143, 8
4098, 0.000445, 9208988.764045, 8
4098, 0.000430, 9530232.558140, 8
4098, 0.000449, 9126948.775056, 8
4098, 0.000440, 9313636.363636, 8
4098, 0.000441, 9292517.006803, 8
4098, 0.000424, 9665094.339623, 8
