matrix_dim, etime, flops, cores
8196, 0.001138, 7202108.963093, 8
8196, 0.000740, 11075675.675676, 8
8196, 0.001191, 6881612.090680, 8
8196, 0.000663, 12361990.950226, 8
8196, 0.000818, 10019559.902200, 8
8196, 0.000840, 9757142.857143, 8
8196, 0.000861, 9519163.763066, 8
8196, 0.000637, 12866562.009419, 8
8196, 0.000773, 10602846.054334, 8
8196, 0.000907, 9036383.682470, 8
