matrix_dim, etime, flops, cores
2048, 0.067476, 30351.532397, 8
2048, 0.061022, 33561.666284, 8
2048, 0.060049, 34105.480524, 8
2048, 0.060979, 33585.332656, 8
2048, 0.060825, 33670.365804, 8
2048, 0.061485, 33308.937139, 8
2048, 0.059739, 34282.462043, 8
2048, 0.060052, 34103.776727, 8
2048, 0.061193, 33467.880313, 8
2048, 0.061193, 33467.880313, 8
