matrix_dim, etime, flops, cores
1024, 0.030796, 33251.071568, 8
1024, 0.031546, 32460.533824, 8
1024, 0.032124, 31876.478645, 8
1024, 0.031797, 32204.296003, 8
1024, 0.031125, 32899.598394, 8
1024, 0.031607, 32397.886544, 8
1024, 0.031617, 32387.639561, 8
1024, 0.031575, 32430.720507, 8
1024, 0.031936, 32064.128257, 8
1024, 0.031557, 32449.218874, 8
