matrix_dim, etime, flops, cores
2048, 0.000348, 5885057.471264, 8
2048, 0.000316, 6481012.658228, 8
2048, 0.011012, 185978.932074, 8
2048, 0.000247, 8291497.975709, 8
2048, 0.000353, 5801699.716714, 8
2048, 0.000309, 6627831.715210, 8
2048, 0.000532, 3849624.060150, 8
2048, 0.000344, 5953488.372093, 8
2048, 0.000344, 5953488.372093, 8
2048, 0.026932, 76043.368484, 8
