matrix_dim, etime, flops, cores
4096, 0.008406, 487270.996907, 8
4096, 0.008422, 486345.286155, 8
4096, 0.006567, 623724.684026, 8
4096, 0.004464, 917562.724014, 8
4096, 0.004664, 878216.123499, 8
4096, 0.004701, 871303.977877, 8
4096, 0.004882, 839000.409668, 8
4096, 0.004892, 837285.363859, 8
4096, 0.004683, 874653.000214, 8
4096, 0.005078, 806616.778259, 8
