matrix_dim, etime, flops, cores
16384, 0.002482, 6601128.122482, 8
16384, 0.002713, 6039071.138961, 8
16384, 0.002357, 6951209.164192, 8
16384, 0.002434, 6731306.491372, 8
16384, 0.002443, 6706508.391322, 8
16384, 0.002397, 6835210.680017, 8
16384, 0.002457, 6668294.668295, 8
16384, 0.014456, 1133370.226895, 8
16384, 0.001964, 8342158.859470, 8
16384, 0.002279, 7189118.034226, 8
