matrix_dim, etime, flops, cores
2048, 0.002127, 962858.486131, 8
2048, 0.002129, 961953.969000, 8
2048, 0.001606, 1275217.932752, 8
2048, 0.002099, 975702.715579, 8
2048, 0.001496, 1368983.957219, 8
2048, 0.001499, 1366244.162775, 8
2048, 0.001209, 1693961.952026, 8
2048, 0.001217, 1682826.622843, 8
2048, 0.001498, 1367156.208278, 8
2048, 0.001279, 1601250.977326, 8
